canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,class_score,margin,seed_sim,rank_score,needs_review,review_reason,source,matched_query,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:pointcloudvideoanomalydetectionbasedonpointspatiotemporalautoencoder,W4379958374,10.48550/arxiv.2306.04466,Point Cloud Video Anomaly Detection Based on Point Spatio-Temporal Auto-Encoder,2023,2023-06-04,arXiv (Cornell University),preprint,0,Perception-related,0.6158,0.387,0.6647,0.6647,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:deepanomalydetectionontennesseeeastmanprocessdata,W4365447314,10.1002/cite.202200238,Deep Anomaly Detection on Tennessee Eastman Process Data,2023,2023-04-13,Chemie Ingenieur Technik,article,26,Perception-related,0.58,0.3134,0.6647,0.6647,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""self-driving""",,,,,,,,,
title:hugetowardshumancontrollableimagegenerationinautonomousdriving,W4413240973,10.1016/j.visinf.2025.100262,HuGe: Towards Human-controllable image Generation in autonomous driving,2025,2025-08-09,Visual Informatics,article,1,Trajectory-related,0.5709,0.2618,0.6446,0.6646,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:towardsaferautonomousvehiclesocclusionawaretrajectoryplanningtominimizeriskybehavior,W4388983823,10.1109/ojits.2023.3336464,Toward Safer Autonomous Vehicles: Occlusion-Aware Trajectory Planning to Minimize Risky Behavior,2023,2023-01-01,IEEE Open Journal of Intelligent Transportation Systems,article,32,Trajectory-related,0.6923,0.3632,0.6642,0.6642,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:dynamicawareadaptivemultimodeoutofdistributiondetectionfortrajectorypredictioninautonomousvehicles,W4416254410,10.48550/arxiv.2509.13577,Dynamic Aware: Adaptive Multi-Mode Out-of-Distribution Detection for Trajectory Prediction in Autonomous Vehicles,2025,2025-09-16,arXiv (Cornell University),preprint,0,Perception-related,0.7254,0.2806,0.6442,0.6642,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous vehicle""",,,,,,,,,
title:adatadrivennoveltyscorefordiverseinvehicledatarecording,W4415347808,,A Data-Driven Novelty Score for Diverse In-Vehicle Data Recording,2025,2025-07-06,arXiv (Cornell University),preprint,0,Perception-related,0.6776,0.3213,0.6441,0.6641,True,near seed-sim floor,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:theuseofmicroscopicsimulatorsforsafetyassessmentinautomatedandpartiallyautomatedscenariosacomparison,W4321506195,10.1016/j.trpro.2023.02.177,The use of microscopic simulators for safety assessment in automated and partially automated scenarios: a comparison,2023,2023-01-01,Transportation research procedia,article,10,Trajectory-related,0.6919,0.3402,0.664,0.664,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous vehicle""",,,,,,,,,
title:analysisofautomatedemergencybrakingsystemtoinvestigateforwardcollisionconditionusingscenariobasedvirtualassessment,W4387939868,10.30880/ijie.2023.15.05.029,Analysis of Automated Emergency Braking System to Investigate Forward Collision Condition Using Scenario-Based Virtual Assessment,2023,2023-10-19,International Journal of Integrated Engineering,article,2,Trajectory-related,0.6806,0.2966,0.6636,0.6636,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""automated vehicle""",,,,,,,,,
title:uniadauniversaladaptivemultiobjectiveadversarialattackforendtoendautonomousdrivingsystems,W4399310732,10.1109/tr.2024.3394894,UniAda: Universal Adaptive Multiobjective Adversarial Attack for End-to-End Autonomous Driving Systems,2024,2024-06-03,IEEE Transactions on Reliability,article,8,Perception-related,0.5863,0.2022,0.6536,0.6636,True,near seed-sim floor; near relevance floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:asurveyofautonomousdrivingtrajectorypredictionmethodologieschallengesandfutureprospects,W4414097138,10.3390/machines13090818,"A Survey of Autonomous Driving Trajectory Prediction: Methodologies, Challenges, and Future Prospects",2025,2025-09-06,Machines,article,7,Trajectory-related,0.6742,0.2173,0.6432,0.6632,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:analyzingroadtrafficcrashesthroughmultidisciplinaryvideodataapproaches,W4417221208,10.3389/fpubh.2025.1614017,Analyzing road traffic crashes through multidisciplinary video data approaches,2025,2025-12-11,Frontiers in Public Health,article,1,Trajectory-related,0.7519,0.4354,0.643,0.663,True,near seed-sim floor,auto-discovered,"""near-miss"" ""autonomous vehicle""",,,,,,,,,
title:testscenariofusionhowtofusescenariosfromaccidentandtrafficobservationdata,W4389428572,10.1109/access.2023.3340442,Test Scenario Fusion: How to Fuse Scenarios From Accident and Traffic Observation Data,2023,2023-12-07,IEEE Access,article,8,Trajectory-related,0.7128,0.3942,0.663,0.663,True,near seed-sim floor,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:generatingandexplainingcornercasesusinglearntprobabilisticlanegraphs,W4386269515,10.48550/arxiv.2308.13658,Generating and Explaining Corner Cases Using Learnt Probabilistic Lane Graphs,2023,2023-08-25,arXiv (Cornell University),preprint,0,Trajectory-related,0.6891,0.3096,0.6629,0.6629,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:shadowtestinginautonomousvehiclesanovelapproachtovalidatingfullselfdrivingaisystems,W4404243158,10.32628/cseit24106165,Shadow Testing in Autonomous Vehicles : A Novel Approach to Validating Full Self-Driving AI Systems,2024,2024-11-08,International Journal of Scientific Research in Computer Science Engineering and Information Technology,article,2,Trajectory-related,0.6052,0.272,0.6529,0.6629,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous vehicle""",,,,,,,,,
title:designofanautomotiveplatformforcomputervisionresearch,W4322745954,10.2352/ei.2023.35.16.avm-119,Design of an automotive platform for computer vision research,2023,2023-01-16,Electronic Imaging,article,0,Trajectory-related,0.6607,0.2461,0.6628,0.6628,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:asurveyondatasetsfordecisionmakingofautonomousvehicle,W4382763352,10.48550/arxiv.2306.16784,A Survey on Datasets for Decision-making of Autonomous Vehicle,2023,2023-06-29,arXiv (Cornell University),preprint,2,Knowledge-driven,0.6887,0.2021,0.6628,0.6628,True,near seed-sim floor; near relevance floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:isscenariogenerationreadyforsotifasystematicliteraturereview,W4385644334,10.48550/arxiv.2308.02273,Is Scenario Generation Ready for SOTIF? A Systematic Literature Review,2023,2023-08-04,arXiv (Cornell University),preprint,0,Trajectory-related,0.6149,0.3656,0.6626,0.6626,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:onlineadaptivegenerationofcriticalboundaryscenariosforevaluationofautonomousvehicles,W4322706623,10.1109/tits.2023.3248121,Online Adaptive Generation of Critical Boundary Scenarios for Evaluation of Autonomous Vehicles,2023,2023-02-28,IEEE Transactions on Intelligent Transportation Systems,article,34,Trajectory-related,0.7103,0.3608,0.6626,0.6626,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""autonomous vehicle""",,,,,,,,,
title:implicationsofthepositiveriskbalanceonthedevelopmentofautomateddriving,W4379093323,10.1080/15389588.2023.2173521,Implications of the positive risk balance on the development of automated driving,2023,2023-04-21,Traffic Injury Prevention,article,4,Knowledge-driven,0.6423,0.3165,0.6626,0.6626,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:towardsclosingthegapbetweenmodelbasedsystemsengineeringandautomatedvehicleassurancetailoringgenericmethodsbyintegratingdomainknowledge,W4407359476,10.48550/arxiv.2502.06627,Towards Closing the Gap between Model-Based Systems Engineering and Automated Vehicle Assurance: Tailoring Generic Methods by Integrating Domain Knowledge,2025,2025-02-10,arXiv (Cornell University),preprint,0,Knowledge-driven,0.6969,0.3379,0.6425,0.6625,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:learningfromdemonstrationsofcriticaldrivingbehavioursusingdriversriskfield,W4388903778,10.1016/j.ifacol.2023.10.1376,Learning from Demonstrations of Critical Driving Behaviours Using Driver's Risk Field,2023,2023-01-01,IFAC-PapersOnLine,article,4,Trajectory-related,0.6793,0.2503,0.6624,0.6624,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:quantifyingautomatedvehiclebenefitsinreducingdrivingstressasimulationexperimentapproach,W4385837458,10.3389/ffutr.2023.1196629,Quantifying automated vehicle benefits in reducing driving stress: a simulation experiment approach,2023,2023-08-14,Frontiers in Future Transportation,article,6,Trajectory-related,0.6387,0.2306,0.6624,0.6624,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous vehicle""",,,,,,,,,
title:roadrtheautonomousdrivingdatasetwithlogicalrequirements,W4367627489,10.1007/s10994-023-06322-z,ROAD-R: the autonomous driving dataset with logical requirements,2023,2023-05-01,Machine Learning,article,21,Knowledge-driven,0.693,0.2461,0.662,0.662,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:detectingsubtlecyberattacksonadaptivecruisecontrolvehiclesamachinelearningapproach,W4405934007,10.1109/ojits.2024.3522969,Detecting Subtle Cyberattacks on Adaptive Cruise Control Vehicles: A Machine Learning Approach,2024,2024-12-31,IEEE Open Journal of Intelligent Transportation Systems,article,11,Trajectory-related,0.6685,0.2454,0.652,0.662,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:anomalydetectionmodelofnetworkdataflowbasedonanimprovedgreywolfalgorithmandcnn,W4386525262,10.3390/electronics12183787,Anomaly Detection Model of Network Dataflow Based on an Improved Grey Wolf Algorithm and CNN,2023,2023-09-07,Electronics,article,8,Perception-related,0.6077,0.3027,0.6617,0.6617,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:towardsscenarioandcapabilitydrivendatasetdevelopmentandevaluationanapproachinthecontextofmaplessautomateddriving,W4396600878,10.48550/arxiv.2404.19656,Towards Scenario- and Capability-Driven Dataset Development and Evaluation: An Approach in the Context of Mapless Automated Driving,2024,2024-04-30,arXiv (Cornell University),preprint,0,Knowledge-driven,0.6572,0.2232,0.6517,0.6617,True,near seed-sim floor,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:anovelmodelforrealtimeriskevaluationofvehiclepedestrianinteractionsatintersections,W4401073203,10.1016/j.aap.2024.107727,A novel model for real-time risk evaluation of vehicle–pedestrian interactions at intersections,2024,2024-07-29,Accident Analysis & Prevention,article,24,Trajectory-related,0.6267,0.3336,0.6516,0.6616,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous driving""",,,,,,,,,
title:evaluatingsmallvisionlanguagemodelsondistancedependenttrafficperception,W7104041582,10.1109/ojvt.2025.3629318,Evaluating Small Vision-Language Models on Distance-Dependent Traffic Perception,2025,2025-11-05,IEEE Open Journal of Vehicular Technology,article,0,Trajectory-related,0.5971,0.2575,0.6416,0.6616,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:towardsautomateddrivingviolationcauseanalysisinscenariobasedtestingforautonomousdrivingsystems,W4391123972,10.48550/arxiv.2401.10443,Towards Automated Driving Violation Cause Analysis in Scenario-Based Testing for Autonomous Driving Systems,2024,2024-01-19,arXiv (Cornell University),preprint,0,Trajectory-related,0.6763,0.3591,0.6514,0.6614,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:generalizationofcutinprecrashscenariosforautonomousvehiclesbasedonaccidentdata,W4401169755,10.1038/s41598-024-68263-4,Generalization of cut-in pre-crash scenarios for autonomous vehicles based on accident data,2024,2024-07-26,Scientific Reports,article,7,Trajectory-related,0.6423,0.405,0.6513,0.6613,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:connectedandautomatedvehiclesinfrastructureapplicationssecuritycriticalchallengesandfutureaspects,W4386415974,10.3390/technologies11050117,"Connected and Automated Vehicles: Infrastructure, Applications, Security, Critical Challenges, and Future Aspects",2023,2023-09-04,Technologies,article,175,Knowledge-driven,0.5676,0.2247,0.6609,0.6609,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:ametacognitiveapproachtooutofdistributiondetectionforsegmentation,W4388717701,10.48550/arxiv.2311.07578,A Metacognitive Approach to Out-of-Distribution Detection for Segmentation,2023,2023-10-04,arXiv (Cornell University),preprint,1,Perception-related,0.7126,0.5146,0.6607,0.6607,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""self-driving""",,,,,,,,,
title:lateralevasivemaneuverwithsharedcontrolalgorithmasimulatorstudy,W4390933277,10.3390/s24020562,Lateral Evasive Maneuver with Shared Control Algorithm: A Simulator Study,2024,2024-01-16,Sensors,article,7,Trajectory-related,0.609,0.246,0.6504,0.6604,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:exploringfeaturesparsityforoutofdistributiondetection,W4404460149,10.1038/s41598-024-79934-7,Exploring feature sparsity for out-of-distribution detection,2024,2024-11-18,Scientific Reports,article,4,Perception-related,0.6699,0.3778,0.6503,0.6603,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:examiningtheinfluenceofautonomousvehiclebehaviorsontraveltimesandvehiclearrivalsacomparativestudyacrossdifferentsimulationdurationsonthekirkuksulaymaniyahhighway,W4402616422,10.30939/ijastech..1480916,Examining the Influence of Autonomous Vehicle Behaviors on Travel Times and Vehicle Arrivals: A Comparative Study Across Different Simulation Durations on the Kirkuk-Sulaymaniyah Highway,2024,2024-09-18,International Journal of Automotive Science And Technology,article,3,Trajectory-related,0.6572,0.2194,0.6503,0.6603,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous vehicle""",,,,,,,,,
title:structuralattentionbasedrecurrentvariationalautoencoderforhighwayvehicleanomalydetection,W4315705724,10.48550/arxiv.2301.03634,Structural Attention-Based Recurrent Variational Autoencoder for Highway Vehicle Anomaly Detection,2023,2023-01-09,arXiv (Cornell University),preprint,7,Perception-related,0.6642,0.2674,0.6602,0.6602,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:physicalinvariantsubspacebasedunsupervisedanomalydetectionforinternetofvehicles,W4392173816,10.1109/tiv.2024.3369851,Physical Invariant Subspace Based Unsupervised Anomaly Detection for Internet of Vehicles,2024,2024-02-26,IEEE Transactions on Intelligent Vehicles,article,6,Perception-related,0.6145,0.2995,0.6501,0.6601,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:outofdistributiondetectionindependentdataforcyberphysicalsystemswithconformalguarantees,W4391786690,10.1145/3648005,Out-of-distribution Detection in Dependent Data for Cyber-physical Systems with Conformal Guarantees,2024,2024-02-13,ACM Transactions on Cyber-Physical Systems,article,4,Perception-related,0.6216,0.2328,0.6501,0.6601,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:lcllmexplainablelanechangeintentionandtrajectorypredictionswithlargelanguagemodels,W4393300181,10.48550/arxiv.2403.18344,LC-LLM: Explainable Lane-Change Intention and Trajectory Predictions with Large Language Models,2024,2024-03-27,arXiv (Cornell University),preprint,2,Trajectory-related,0.6413,0.2473,0.6498,0.6598,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous vehicle""",,,,,,,,,
title:followtherulesreasoningforvideoanomalydetectionwithlargelanguagemodels,W4400707147,10.48550/arxiv.2407.10299,Follow the Rules: Reasoning for Video Anomaly Detection with Large Language Models,2024,2024-07-14,arXiv (Cornell University),preprint,3,Perception-related,0.6807,0.4659,0.6494,0.6594,True,near seed-sim floor,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:arobustframeworkfordistributionalshiftdetectionundersamplebias,W4395097558,10.1109/access.2024.3393296,A Robust Framework for Distributional Shift Detection Under Sample-Bias,2024,2024-01-01,IEEE Access,article,4,Perception-related,0.6816,0.4382,0.6488,0.6588,True,near seed-sim floor,auto-discovered,"""novelty detection"" ""autonomous vehicle""",,,,,,,,,
title:predictionhorizonrequirementsforautomateddrivingoptimizingsafetycomfortandefficiency,W4391631856,10.48550/arxiv.2402.03893,"Prediction Horizon Requirements for Automated Driving: Optimizing Safety, Comfort, and Efficiency",2024,2024-02-06,arXiv (Cornell University),preprint,1,Trajectory-related,0.6946,0.262,0.6486,0.6586,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:modelvssystemleveltestingofautonomousdrivingsystemsareplicationandextensionstudy,W4367693670,10.1007/s10664-023-10306-x,Model vs system level testing of autonomous driving systems: a replication and extension study,2023,2023-05-01,Empirical Software Engineering,article,40,Trajectory-related,0.6003,0.2328,0.6583,0.6583,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:towardsaframeworkfordeeplearningcertificationinsafetycriticalapplicationsusinginherentlysafedesignandruntimeerrordetection,W4393177756,10.48550/arxiv.2403.14678,Towards a Framework for Deep Learning Certification in Safety-Critical Applications Using Inherently Safe Design and Run-Time Error Detection,2024,2024-03-12,arXiv (Cornell University),preprint,1,Perception-related,0.6489,0.3244,0.6479,0.6579,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:highriskpoweredtwowheelersscenariosgenerationforautonomousvehicletestingusingwgan,W4403416240,10.1080/15389588.2024.2399305,High-risk powered two-wheelers scenarios generation for autonomous vehicle testing using WGAN,2024,2024-10-15,Traffic Injury Prevention,article,11,Trajectory-related,0.6722,0.3871,0.6477,0.6577,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""autonomous vehicle""",,,,,,,,,
title:onboardvisionlanguagemodelsforpersonalizedautonomousvehiclemotioncontrolsystemdesignandrealworldvalidation,W4404573572,10.48550/arxiv.2411.11913,On-Board Vision-Language Models for Personalized Autonomous Vehicle Motion Control: System Design and Real-World Validation,2024,2024-11-17,arXiv (Cornell University),preprint,1,Trajectory-related,0.5749,0.2533,0.6477,0.6577,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:anempiricalcomparisonofcombinatorialtestingandsearchbasedtestinginthecontextofautomatedandautonomousdrivingsystems,W4363674087,10.1016/j.infsof.2023.107225,An empirical comparison of combinatorial testing and search-based testing in the context of automated and autonomous driving systems,2023,2023-04-10,Information and Software Technology,article,28,Knowledge-driven,0.6024,0.3244,0.6576,0.6576,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:asurveyforfoundationmodelsinautonomousdriving,W4391555772,10.48550/arxiv.2402.01105,A Survey for Foundation Models in Autonomous Driving,2024,2024-02-02,arXiv (Cornell University),preprint,7,Knowledge-driven,0.5746,0.2005,0.6475,0.6575,True,near seed-sim floor; near relevance floor,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:adoptlidarspoofingattackdetectionbasedonpointleveltemporalconsistency,W4387929210,10.48550/arxiv.2310.14504,ADoPT: LiDAR Spoofing Attack Detection Based on Point-Level Temporal Consistency,2023,2023-10-23,arXiv (Cornell University),preprint,2,Perception-related,0.6874,0.3221,0.6568,0.6568,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:humanaijointtaskperformancelearningfromuncertaintyinautonomousdrivingsystems,W4391343683,10.1016/j.infoandorg.2024.100502,Human-AI joint task performance: Learning from uncertainty in autonomous driving systems,2024,2024-01-30,Information and Organization,article,35,Trajectory-related,0.6672,0.2123,0.6466,0.6566,True,near seed-sim floor; near relevance floor,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:hypermixoutofdistributiondetectionandclassificationinfewshotsettings,W4390305975,10.48550/arxiv.2312.15086,HyperMix: Out-of-Distribution Detection and Classification in Few-Shot Settings,2023,2023-12-22,arXiv (Cornell University),preprint,1,Perception-related,0.7022,0.4404,0.6563,0.6563,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""self-driving""",,,,,,,,,
title:comparativeassessmentofexpectedsafetyperformanceoffreewayautomatedvehiclemanagedlanes,W4402990410,10.3390/wevj15100447,Comparative Assessment of Expected Safety Performance of Freeway Automated Vehicle Managed Lanes,2024,2024-09-29,World Electric Vehicle Journal,article,2,Trajectory-related,0.6315,0.281,0.6463,0.6563,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated vehicle""",,,,,,,,,
title:areviewofsurrogatesafetymeasuresusesinhistoricalcrashinvestigations,W4381926606,10.3390/su15097580,A Review of Surrogate Safety Measures Uses in Historical Crash Investigations,2023,2023-05-05,Sustainability,article,45,Trajectory-related,0.6501,0.3971,0.6562,0.6562,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated vehicle""",,,,,,,,,
title:safetybalanceddrivingstyleawaretrajectoryplanninginintersectionscenarioswithuncertainenvironment,W4319997987,10.1109/tiv.2023.3239903,Safety-Balanced Driving-Style Aware Trajectory Planning in Intersection Scenarios With Uncertain Environment,2023,2023-01-26,IEEE Transactions on Intelligent Vehicles,article,66,Trajectory-related,0.6843,0.3273,0.6562,0.6562,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated vehicle""",,,,,,,,,
title:anenhancedabnormalinformationexpressionspatiotemporalmodelforanomalydetectioninmultivariatetimeseries,W4390637837,10.1007/s40747-023-01306-x,An enhanced abnormal information expression spatiotemporal model for anomaly detection in multivariate time-series,2024,2024-01-06,Complex & Intelligent Systems,article,6,Perception-related,0.6302,0.4073,0.6461,0.6561,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:measuringcollisionriskinmixedtrafficflowunderthecarfollowingandlanechangingbehavior,W4405195312,10.3390/app142311400,Measuring Collision Risk in Mixed Traffic Flow Under the Car-Following and Lane-Changing Behavior,2024,2024-12-07,Applied Sciences,article,9,Trajectory-related,0.6866,0.4067,0.6461,0.6561,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:bootstrappedneuralmodelsforpredictingselfdrivingvehiclecollisionswithquantifiedconfidenceofflineandonlineapplications,W4405179172,10.1109/tiv.2024.3512786,Bootstrapped Neural Models for Predicting Self-Driving Vehicle Collisions With Quantified Confidence: Offline and Online Applications,2024,2024-12-09,IEEE Transactions on Intelligent Vehicles,article,1,Trajectory-related,0.6835,0.2481,0.6461,0.6561,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated vehicle""",,,,,,,,,
title:genesisrlgeneratingnaturaledgecaseswithsystematicintegrationofsafetyconsiderationsandreinforcementlearning,W4393335378,10.48550/arxiv.2403.19062,GENESIS-RL: GEnerating Natural Edge-cases with Systematic Integration of Safety considerations and Reinforcement Learning,2024,2024-03-27,arXiv (Cornell University),preprint,0,Trajectory-related,0.6086,0.22,0.6461,0.6561,True,near seed-sim floor,auto-discovered,"""edge case"" ""self-driving""",,,,,,,,,
title:outofdistributionooddetectionandgeneralizationimprovedbyaugmentingadversarialmixupsamples,W4327737534,10.3390/electronics12061421,Out-of-Distribution (OOD) Detection and Generalization Improved by Augmenting Adversarial Mixup Samples,2023,2023-03-16,Electronics,article,9,Perception-related,0.6702,0.4222,0.6556,0.6556,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:reliabilityinsemanticsegmentationareweontherighttrack,W4353007651,10.48550/arxiv.2303.11298,Reliability in Semantic Segmentation: Are We on the Right Track?,2023,2023-03-20,arXiv (Cornell University),preprint,2,Perception-related,0.6843,0.4826,0.6554,0.6554,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""self-driving""",,,,,,,,,
title:probingthepurviewofneuralnetworksviagradientanalysis,W4361857379,10.1109/access.2023.3263210,Probing the Purview of Neural Networks via Gradient Analysis,2023,2023-01-01,IEEE Access,article,7,Perception-related,0.7211,0.4598,0.655,0.655,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous vehicle""",,,,,,,,,
title:lidarocrealisticlidarcovercontaminationdatasetforenhancingautonomousvehicleperceptionreliability,W4401069822,10.1109/lsens.2024.3434624,LIDAROC: Realistic LiDAR Cover Contamination Dataset for Enhancing Autonomous Vehicle Perception Reliability,2024,2024-07-29,IEEE Sensors Letters,article,8,Perception-related,0.6436,0.282,0.645,0.655,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:ensembleuncertaintyguidedroadsceneanomalydetectionasimplemetalearningapproach,W4392397300,10.1109/tits.2024.3365609,Ensemble Uncertainty Guided Road Scene Anomaly Detection: A Simple Meta-Learning Approach,2024,2024-03-01,IEEE Transactions on Intelligent Transportation Systems,article,7,Perception-related,0.7033,0.2044,0.6448,0.6548,True,near seed-sim floor; near relevance floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:howdeeplearningseestheworldasurveyonadversarialattacksampdefenses,W4377131070,10.48550/arxiv.2305.10862,How Deep Learning Sees the World: A Survey on Adversarial Attacks &amp; Defenses,2023,2023-05-18,arXiv (Cornell University),preprint,3,Perception-related,0.6511,0.2802,0.6546,0.6546,True,near seed-sim floor,auto-discovered,"""corner case"" ""self-driving""",,,,,,,,,
title:milestonesinautonomousdrivingandintelligentvehiclespartiiperceptionandplanning,W4379538705,10.1109/tsmc.2023.3283021,Milestones in Autonomous Driving and Intelligent Vehicles—Part II: Perception and Planning,2023,2023-06-20,IEEE Transactions on Systems Man and Cybernetics Systems,article,103,Trajectory-related,0.6106,0.2023,0.6546,0.6546,True,near seed-sim floor; near relevance floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:dlpoweredanomalyidentificationsystemforenhancediotdatasecurity,W4389351690,10.32604/cmc.2023.042726,DL-Powered Anomaly Identification System for Enhanced IoT Data Security,2023,2023-01-01,"Computers, materials & continua/Computers, materials & continua (Print)",article,12,Perception-related,0.6016,0.2827,0.6544,0.6544,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated vehicle""",,,,,,,,,
title:tagoodanovelapproachtooutofdistributiondetectionviavisionlanguagerepresentationsandclasscenterlearning,W4402705857,10.48550/arxiv.2408.15566,TagOOD: A Novel Approach to Out-of-Distribution Detection via Vision-Language Representations and Class Center Learning,2024,2024-08-28,arXiv (Cornell University),preprint,0,Perception-related,0.7261,0.5199,0.6442,0.6542,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:researchonthevehiclebehaviorboundaryofintersectiontrafficbasedonnaturalisticdrivingdatastudy,W4394932837,10.3390/app14083432,Research on the Vehicle-Behavior Boundary of Intersection Traffic Based on Naturalistic Driving Data Study,2024,2024-04-18,Applied Sciences,article,2,Trajectory-related,0.7257,0.2659,0.6442,0.6542,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous vehicle""",,,,,,,,,
title:towardsrobustdecisionmakingforautonomousdrivingonhighway,W4366957357,10.1109/tvt.2023.3268500,Towards Robust Decision-Making for Autonomous Driving on Highway,2023,2023-04-24,IEEE Transactions on Vehicular Technology,article,129,Trajectory-related,0.6752,0.197,0.6539,0.6539,True,near seed-sim floor; near relevance floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
